,City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
249,1262062,Naliya,48,IN,1655102610,48,23.2667,68.8333,93.4,14.05
250,2093967,Kimbe,35,PG,1655102610,80,-5.5502,150.1429,81.93,1.79
251,60019,Eyl,100,SO,1655102611,43,7.9803,49.8164,90.14,30.58
252,663178,Vărbilău,1,RO,1655102611,65,45.1833,25.95,78.08,2.84
253,3407797,Altos,18,BR,1655102612,94,-5.0381,-42.46,75.51,1.61
254,2092164,Lorengau,66,PG,1655102612,70,-2.0226,147.2712,83.5,11.68
255,542423,Krasnoborsk,100,RU,1655102613,37,61.5598,45.934,67.17,5.14
256,1735106,George Town,20,MY,1655102391,70,5.4112,100.3354,87.75,8.05
257,2923521,Furtwangen im Schwarzwald,5,DE,1655102614,86,48.05,8.2,60.53,5.68
258,3526989,Huautla,99,MX,1655102615,92,21.0333,-98.2833,69.87,1.9
259,70979,Sayyan,83,YE,1655102615,10,15.1718,44.3244,78.46,11.18
260,5895424,Bay Roberts,47,CA,1655102616,84,47.5999,-53.2648,44.65,5.01
261,161312,Babati,100,TZ,1655102616,55,-4.2167,35.75,69.85,5.03
262,5911440,Burgeo,84,CA,1655102617,83,47.6167,-57.6152,51.69,6.35
263,3451138,Rio Grande,84,BR,1655102617,91,-32.035,-52.0986,45.95,9.95
264,3663517,Manaus,75,BR,1655102458,88,-3.1019,-60.025,75.69,10.36
265,2126785,Belaya Gora,6,RU,1655102618,24,68.5333,146.4167,73.99,18.59
266,691639,Ternuvate,35,UA,1655102619,53,47.8305,36.1276,77.85,8.43
267,691639,Ternuvate,35,UA,1655102619,53,47.8305,36.1276,77.85,8.43
268,691639,Ternuvate,35,UA,1655102619,53,47.8305,36.1276,77.85,8.43
269,3382160,Cayenne,100,GF,1655102620,1,4.9333,-52.3333,74.08,3.44
270,1519924,Kushmurun,10,KZ,1655102621,48,52.4503,64.6311,70.27,14.14
271,1260454,Panna,33,IN,1655102381,21,24.7167,80.2,98.11,10.2
272,487095,Strunino,30,RU,1655102622,54,56.3833,38.5667,69.48,7.14
273,487095,Strunino,30,RU,1655102622,54,56.3833,38.5667,69.48,7.14
274,1223738,Weligama,100,LK,1655102623,72,5.9667,80.4167,84.25,12.73
275,2138555,Poum,100,NC,1655102624,82,-20.2333,164.0167,75.92,15.93
276,2138555,Poum,100,NC,1655102624,82,-20.2333,164.0167,75.92,15.93
277,107304,Buraidah,0,SA,1655102625,7,26.326,43.975,95.45,10.4
278,5866063,Kenai,0,US,1655102626,80,60.5544,-151.2583,60.03,8.05
279,1270530,Hailākāndi,100,IN,1655102626,79,24.6833,92.5667,85.71,1.5
280,3424607,Tasiilaq,100,GL,1655102627,99,65.6145,-37.6368,35.76,3.38
281,5849996,Lahaina,14,US,1655102627,93,20.8783,-156.6825,76.8,11.52
282,3572906,Andros Town,3,BS,1655102628,79,24.7,-77.7667,82.36,12.08
283,337405,Gambēla,63,ET,1655102628,63,8.25,34.5833,83.03,1.88
284,2189343,Kaeo,62,NZ,1655102629,75,-35.1,173.7833,56.32,17.25
285,710552,Chervonohryhorivka,37,UA,1655102629,58,47.623,34.5389,77.49,10.33
286,934322,Mahébourg,75,MU,1655102630,73,-20.4081,57.7,75.49,19.57
287,1735106,George Town,20,MY,1655102584,70,5.4112,100.3354,87.75,8.05
288,1650434,Bambanglipuro,100,ID,1655102631,76,-7.95,110.2833,81.91,5.28
289,286987,Nizwá,0,OM,1655102631,11,22.9333,57.5333,102.15,11.72
290,3936456,Lima,100,PE,1655102632,87,-12.0432,-77.0282,59.9,10.36
291,3936456,Lima,100,PE,1655102632,87,-12.0432,-77.0282,59.9,10.36
292,2447513,Arlit,43,NE,1655102633,15,18.7369,7.3853,95.34,11.16
293,2127202,Anadyr,0,RU,1655102633,44,64.75,177.4833,61.3,6.71
294,2142316,Yeppoon,0,AU,1655102634,56,-23.1333,150.7333,71.38,4.21
295,365742,Torit,9,SS,1655102634,42,4.4133,32.5678,86.61,2.53
296,1852357,Shimoda,100,JP,1655102635,80,34.6667,138.95,73.76,10.63
297,145724,Lucapa,0,AO,1655102635,38,-8.4192,20.7447,71.74,7.38
298,2346995,Biu,59,NG,1655102636,64,10.6129,12.1946,76.44,7.74
299,1283285,Jumla,85,NP,1655102636,37,29.2747,82.1838,75.6,2.64
300,3939761,Hualmay,51,PE,1655102637,85,-11.0964,-77.6139,61.29,9.95
301,3662761,Porto Walter,50,BR,1655102637,86,-8.2686,-72.7439,60.58,2.66
302,1282256,Hithadhoo,82,MV,1655102638,70,-0.6,73.0833,83.93,7.05
303,1282256,Hithadhoo,82,MV,1655102638,70,-0.6,73.0833,83.93,7.05
304,2013639,Verkhnevilyuysk,94,RU,1655102639,75,63.4453,120.3167,56.07,5.06
305,1562548,Vinh Yen,100,VN,1655102640,47,21.31,105.5967,93.15,2.89
